Transcript/RepeatID	chr	start	end	strand	Length	Copies	Annotation/Divergence	B_53A_GSM1153526.CvsH	FPKM	B_CL7B-P12_GSM1153525.CvsH	FPKM	B_PR01086_iPSC-1_A_GSM1153521.CvsH	FPKM	B_PR01086_iPSC-1_B_GSM1153523.CvsH	FPKM	C_PR00818_iPSC-2_A_GSM1153514.CvsH	FPKM	C_PR00818_iPSC-2_B_GSM1153516.CvsH	FPKM	C_PR01209_iPSC-1_A_GSM1153517.CvsH	FPKM	C_PR01209_iPSC-1_B_GSM1153519.CvsH	FPKM	H_ADRC-40_iPSC-2_A_GSM1153507.CvsH	FPKM	H_ADRC-40_iPSC-2_B_GSM1153501.CvsH	FPKM	H_ESC_H1_GSM1153529.CvsH	FPKM	H_ESC_HUES-6_GSM1153528.CvsH	FPKM	H_GM22159_WT-9_iPSC_GSM1153512.CvsH	FPKM	H_WT-126_iPSC_GSM1153513.CvsH	FPKM	H_WT-33_iPSC-1_A_GSM1153510.CvsH	FPKM	H_WT-33_iPSC-1_B_GSM1153509.CvsH	FPKM	c1.CvsH.hg19	FPKM	c2.CvsH.hg19	FPKM	h1.CvsH.hg19	FPKM	h2.CvsH.hg19	FPKM
Merged-chr22-28139827-4	chr22	28137348	28141893	+	4545	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.705	0.147	2.527	0.161	1.964	3.064	2.094	2.453	0.588	0.34	0.791	0.398	0.279	0.688	0.439	0.41	2.054	0.797	0.614	0.31																				
Merged-chr5-147240414-3	chr5	147239052	147241800	+	2748	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.081	0.039	0	0.035	0.152	0.059	0.96	0.578	0.342	0.59	0.742	0.29	0.082	0.008	3.947	3.044																				
Merged-chr10-60622340-7	chr10	60619980	60625426	-	5446	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.428	0.054	0.448	0.037	0.515	0.624	0.509	0.402	0.226	0.195	0.58	0.188	0.286	0.592	0.251	0.307	0.76	0.304	0.348	0.362																				
Merged-chr11-69905096-5	chr11	69902770	69907828	-	5058	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chrX-95884926-3	chrX	95883608	95886269	+	2661	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.034	0	0	0	0.055	0.016	0.017	0.036	0.013	0	0.054	0	0.008	0	0	0	0.007	0.031	0	0																				
Merged-chrX-72751073-10	chrX	72746356	72754584	+	8228	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0.01	0	0.004	0	0.008	0	0	0	0.002	0.002	0	0.002	0.003	0	0	0.003	0.009	0																				
Merged-chr3-133152427-6	chr3	133149515	133154577	+	5062	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.035	0.022	0.047	0.026	0.073	0.073	0.063	0.019	0	0	0.014	0.004	0.02	0.018	0.012	0.008	0.029	0.021	0.028	0.007																				
Merged-chr7-109284158-7	chr7	109280981	109288459	-	7478	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.006	0.003	0.005	0.004	0	0.017	0.003	0	0.009	0.003	0.014	0	0	0.01	0.006	0	0.005	0.008	0.006	0.01																				
Merged-chr12-133472635-27	chr12	133470185	133475860	+	5675	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.032	0.051	0.021	0.023	0.016	0.011	0.012	0	0	0.004	0.006	0	0	0	0.004	0.007	0.064	0.073	0.008	0.004																				
Merged-chr1-5177401-7	chr1	5174566	5179724	+	5158	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.137	0.172	1.167	0.264	0.887	1.285	0.947	1.035	0.293	0.112	0.445	0.187	0.198	0.307	0.134	0.184	1.525	0.682	0.537	0.256																				
Merged-chr6-87310008-7	chr6	87307169	87314415	-	7246	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.012	0.008	0.005	0	0.033	0.036	0.003	0.007	0.029	0.01	0.005	0.011	0.003	0.139	0.032	0.052	0.014	0.02	0.009	0.008																				
Merged-chr6-145426372-8	chr6	145423523	145430794	-	7271	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.08	0.049	0.081	0.027	0.099	0.197	0.132	0.098	0.017	0.01	0.02	0	0.014	0.013	0.012	0.01	0.161	0.2	0.046	0.017																				
Merged-chr16-60612083-4	chr16	60610493	60613820	-	3327	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.008	0.012	0.01	0.006	0.026	0.028	0.029	0.01	0	0.043	0.006	0.006	0.006	0	0.023	0.03	0.006	0.019	0.027																				
Merged-chr6-164762217-9	chr6	164759006	164766608	-	7602	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.442	0.181	0.419	0.052	0.827	0.82	0.552	0.476	0.009	0	0.012	0.005	0.008	0.015	0.006	0.005	1.466	3.096	0.02	0.034																				
Merged-chr7-22748180-4	chr7	22746612	22749727	+	3115	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.115	0.019	0	0.021	0.385	0.417	0.206	0.275	0.089	0.015	0.093	0	0	0.006	0.128	0	0.129	0.057	0.042	0.11																				
Merged-chr1-117410646-2	chr1	117409450	117411842	+	2392	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr1-229085617-9	chr1	229082387	229088441	+	6054	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.022	0.06	0.026	0.044	0.067	0.157	0.106	0.079	0	0.004	0.34	0.01	0.602	0.077	0.007	0.063	0.028	0.046	0.023	0.051																				
Merged-chr21-17354027-7	chr21	17351157	17358451	-	7294	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.002	0.038	0.014	0.025	0.036	0.025	0.02	0.002	0	0	0.003	0.006	0.005	0.003	0	0.04	0.017	0	0.003																				
Merged-chr9-82755959-8	chr9	82751433	82758845	+	7412	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.069	0.294	0.929	0.327	1.291	2.621	1.745	1.022	0.105	0.081	0.202	0.106	0.146	0.307	0.221	0.067	1.388	0.677	0.192	0.118																				
Merged-chr14-47821553-3	chr14	47820402	47822711	+	2309	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr7-92114155-2	chr7	92112939	92115371	-	2432	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.045	0.032	0.027	0	0	0	0	0	0	0.082	0.017	0.05	0.023	0	0	0.028	0.013	0.009	0																				
Merged-chr2-12770281-7	chr2	12765686	12773154	+	7468	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.306	0.183	0.406	0.196	0.449	0.722	0.381	0.376	1.309	0.148	1.817	0.646	1.274	0.529	0.343	0.371	0.607	0.379	0.772	0.579																				
Merged-chr6_cox_hap2-739015-2	chr6_cox_hap2	737770	740260	-	2490	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr2-44250894-4	chr2	44248611	44252619	-	4008	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr4-167641107-7	chr4	167636501	167643980	+	7479	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.03	0.133	1.231	0.115	1.62	4.306	3.192	0.873	0.687	0.567	1.357	0.172	0.287	1.325	0.573	0.676	0.698	0.347	0.856	0.271																				
Merged-chr11-87782209-6	chr11	87779777	87783921	+	4144	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.01	0	0	0.227	0.235	0.105	0.241	0.063	0	0	0	0	0.013	0.01	0.009	0.104	0.005	0.01	0.005																				
Merged-chr5-76176425-3	chr5	76174941	76177869	-	2928	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0.007	0	0																				
Merged-chrX-97543484-4	chrX	97542024	97545015	+	2991	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.12	0.093	0.158	0.155	0.314	0.377	0.245	0.207	0.163	0.062	0.411	0.175	0.328	0.398	0.274	0.152	0.51	0.212	0.195	0.137																				
Merged-chr4-62632071-8	chr4	62629176	62636502	-	7326	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.568	0.653	0.505	0.612	0.896	1.386	1.171	0.566	4.346	1.9	8.246	3.928	3.047	4.507	4.307	2.857	0.452	0.138	5.857	5.42																				
Merged-chr6-63296633-2	chr6	63295061	63298206	+	3145	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	2.392	0.019	1.914	0.011	2.709	3.188	2.479	2.666	0.011	0	0.017	0	0	0	0	0	7.924	6.027	0	0																				
Merged-chr10-84818363-2	chr10	84816448	84820279	+	3831	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chrX-17464366-2	chrX	17463127	17465606	+	2479	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0.004	0	0																				
Merged-chr18-29387646-8	chr18	29382945	29390819	+	7874	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.068	0.077	0.05	0.034	0.049	0.099	0.093	0.036	0.084	0.003	1.124	0.026	0.034	0.033	0.016	0.014	0.089	0.073	0.058	0.025																				
Merged-chr7-9499754-9	chr7	9496555	9504623	-	8068	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.028	0.034	0.034	0.025	0.046	0.035	0.023	0.035	0	0.011	0.013	0.002	0	0.012	0.008	0.005	0.072	0.012	0.007	0.001																				
Merged-chr7-143487269-8	chr7	143482994	143490086	+	7092	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.972	0.082	0.932	0.126	1.334	1.988	1.229	1.062	0.086	0.039	0.481	0.133	0.136	0.152	0.148	0.064	2.556	1.08	0.179	0.058																				
Merged-chr2-209758884-2	chr2	209757691	209760078	+	2387	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.032	0.033	0	0.054	0.1	0.029	0.12	0	0	0	0.008	0.009	0.031	0	0	0.016	0	0.009	0																				
Merged-chr13-51747346-8	chr13	51743226	51749917	+	6691	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.77	0.303	0.941	0.278	1.615	2.525	1.522	0.876	90.646	24.282	137.406	58.488	78.51	56.799	33.749	34.59	0.559	0.227	60.173	42.744																				
Merged-chr6-123165107-7	chr6	123161875	123167487	+	5612	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.511	0.293	0.638	0.32	0.503	1.312	0.678	0.509	0.201	0.09	0.653	0.122	0.233	0.322	0.198	0.061	0.71	0.792	0.563	0.201																				
Merged-chr9-125294799-10	chr9	125292085	125299226	-	7141	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.002	0.011	0	0.021	0.03	0.019	0.007	0.024	0.003	0.003	0.037	0.003	0.003	0	0	0.099	0.035	0.002	0																				
Merged-chr7-22743978-3	chr7	22742180	22746350	+	4170	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	2.857	0.087	2.641	0.048	3.339	4.705	3.464	3.177	0.167	0.022	0.316	0.005	0.049	0.098	0.005	0.064	3.182	1.705	0.085	0.074																				
Merged-chrX-109110990-7	chrX	109108537	109114871	-	6334	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.29	0.089	0.186	0.1	0.574	0.663	0.485	0.481	0.293	0.105	0.682	0.349	0.184	0.244	0.196	0.114	0.663	0.286	0.264	0.257																				
Merged-chrX-98414277-3	chrX	98412919	98415605	-	2686	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.067	0.006	0.059	0	0.082	0.065	0.051	0.071	0	0.017	0.007	0	0.015	0	0	0	0.135	0.097	0	0																				
Merged-chr11-66342821-3	chr11	66340292	66345313	+	5021	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.312	0.141	0.306	0.06	0.481	0.401	0.406	0.342	0	0	0.014	0.004	0	0.007	0.017	0	0.325	0.153	0.011	0.004																				
Merged-chr4-135601136-8	chr4	135598296	135605504	-	7208	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.615	0.04	0.426	0.041	0.466	0.784	0.633	0.668	0.029	0.01	0.195	0.014	0.017	0.049	0.006	0	0.697	0.391	0.036	0.029																				
Merged-chr3-75521147-7	chr3	75518256	75525660	-	7404	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.085	0.023	0.085	0.018	0.12	0.164	0.108	0.129	0.005	0.003	0.181	0.052	0.008	0.008	0.009	0.01	0.043	0.038	0	0.004																				
Merged-chr2-225093657-8	chr2	225089246	225096503	+	7257	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.376	0.201	0.309	0.178	0.386	0.46	0.294	0.394	0.28	0.013	0.097	0.019	0.028	0.118	0.029	0.01	0.877	0.25	0.073	0.058																				
Merged-chr2-225165019-8	chr2	225160555	225167875	+	7320	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.704	0.137	0.709	0.218	0.607	1.228	0.89	0.592	0.036	0.009	0.096	0.036	0.02	0.033	0.017	0.005	0.66	1.088	0.019	0.014																				
Merged-chr11-6390848-7	chr11	6386459	6393685	+	7226	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.006	0.001	0	0.005	0.01	0.003	0.003	0	0.002	0	0.017	0.003	0.011	0.008	0	0.005	0.004	0.006	0.01	0.005																				
Merged-chr10-1394393-7	chr10	1390413	1397590	+	7177	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.006	0.002	0	0	0.015	0.018	0.01	0.007	0.024	0	0.02	0.011	0.023	0.029	0.026	0	0.026	0.013	0.023	0.019																				
Merged-chr18-40574788-7	chr18	40570692	40577569	+	6877	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.007	0.006	0	0.005	0.019	0.098	0.03	0.007	0.005	0.003	0.016	0	0.003	0	0.006	0.006	0.011	0.002	0.003	0.011																				
Merged-chr5-135640653-8	chr5	135636291	135643480	+	7189	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.012	0.001	0.016	0	0.108	0.111	0.051	0.007	0.027	0.013	0.025	0.006	0.011	0.034	0.023	0.032	0.036	0.007	0.04	0.02																				
Merged-chr8-64060701-11	chr8	64055896	64066609	-	10713	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.017	0	0.004	0.003	0.007	0.006	0.009	0.004	0.002	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr3-93657296-2	chr3	93656092	93658500	+	2408	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0.009																				
Merged-chr10-78581344-9	chr10	78577198	78584274	+	7076	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.804	0.284	1.884	0.347	1.65	3.633	2.165	1.522	1.038	0.433	1.966	0.801	0.882	1.484	0.745	0.859	1.434	2.027	1.664	1.243																				
Merged-chr19-36752476-8	chr19	36749622	36756908	-	7286	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.406	0.6	0.567	0.565	0.552	0.535	0.419	0.549	0.021	0.028	0.06	0.036	0.051	0.074	0.081	0.026	1.072	0.837	0.184	0.129																				
Merged-chr9-11102266-3	chr9	11101128	11103466	-	2338	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr2-238519206-8	chr2	238514632	238522091	+	7459	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.27	0.127	0.396	0.102	0.401	0.557	0.483	0.332	0.123	0.086	0.184	0.086	0.071	0.215	0.155	0.102	0.558	0.402	0.184	0.114																				
Merged-chr1-216322454-6	chr1	216318168	216326789	+	8621	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	2.644	0.97	2.619	0.624	2.954	3.582	2.748	2.437	1.686	0.372	2.393	0.975	1.384	1.188	0.58	0.661	2.797	0.752	1.188	0.583																				
Merged-chrX-29996960-7	chrX	29992863	30000160	+	7297	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	1.712	1.665	1.499	0.933	2.467	1.638	1.797	2.181	0.033	0.003	0.04	0.006	0.003	0.008	0.006	0.005	0.811	0.181	0.003	0																				
Merged-chr6_apd_hap1-4604256-6	chr6_apd_hap1	4600059	4607177	+	7118	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
Merged-chr6-39089954-3	chr6	39088340	39091486	+	3146	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.006	0.007	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0																				
Merged-chr2-189030532-3	chr2	189029034	189031914	-	2880	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.026	0.09	0	0.017	0.006	0	0.006	0	0	0.006	0.007	0.026	0.014	0	0.022	0.031																				
Merged-chr2-179918390-7	chr2	179915517	179922857	-	7340	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.214	0.085	0.134	0.036	0.229	0.227	0.331	0.188	0.012	0.016	0.03	0.005	0.008	0.005	0.009	0.005	0.241	0.362	0.05	0.054																				
Merged-chr9-32165830-6	chr9	32163565	32169023	-	5458	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.098	0.011	0.094	0	0.088	0.071	0.084	0.113	0.006	0	0.007	0.007	0	0.003	0	0	0.596	0.288	0	0																				
Merged-chr12-73397379-8	chr12	73393897	73402302	-	8405	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.004	0.005	0.004	0.009	0.005	0.005	0	0.014	0	0.019	0.029	0	0.016	0.017	0.005	0.005	0.005	0.005	0.004																				
Merged-chr16-86313385-7	chr16	86310921	86315666	+	4745	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.019	0.007	0	0.014	0.043	0.027	0	0.01	0.015	0.019	0.175	0.064	0.099	0.145	0.536	0.176	0.077	0.026	0.327	0.409																				
Merged-chr14-102877332-4	chr14	102875929	102878834	+	2905	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	9.712	0.579	9.573	0.606	7.568	9.416	8.304	10.825	0.066	0.071	0.211	0.028	0.092	0.199	0.087	0.144	8.88	2.634	0.097	0.05																				
Merged-chrX-70489085-9	chrX	70483503	70493411	+	9908	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.023	0.024	0.028	0.054	0.004	0.044	0.012	0	0.053	0.023	0.106	0.089	0.097	0.098	0.068	0.015	0.022	0.044	0.09	0.1																				
Merged-chr5-22098283-6	chr5	22093990	22101058	+	7068	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.002	0	0	0.008	0	0.003	0	0.005	0.007	0.003	0	0	0.003	0	0	0.008	0.006	0.005	0.002																				
Merged-chr4-101914830-8	chr4	101912049	101919437	-	7388	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.006	0.003	0	0	0.05	0.006	0.016	0.013	0.002	0	0	0.003	0	0.008	0	0	0.017	0.042	0	0																				
Merged-chr12-23660868-7	chr12	23657992	23665282	-	7290	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0	0	0	0.003	0.003	0	0.007	0.005	0	0.012	0.003	0.011	0.008	0	0.005	0.018	0.011	0.04	0.038																				
Merged-chr8-115257051-9	chr8	115253058	115260088	+	7030	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.529	0.054	0.543	0.028	0.716	0.903	0.607	0.685	0.254	0.118	1.041	0.232	0.178	0.469	0.406	0.367	0.527	0.145	0.445	0.244																				
Merged-chr13-61667815-4	chr13	61666241	61669368	+	3127	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.888	0.157	1.208	0.032	1.28	2.625	1.459	1.326	0.1	0	0.064	0.006	0.007	0.036	0.013	0	1.507	1.005	0.021	0.021																				
Merged-chr16-30271632-3	chr16	30270083	30273220	+	3137	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0	0.019	0	0	0.012	0	0.015	0.03	0	0.029	0.046	0	0.013	0.024	0.013	0	0.044	0.119	0.017	0.074																				
Merged-chr20-1710299-7	chr20	1707091	1715000	-	7909	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.017	0.005	0.02	0	0.007	0.011	0.003	0.012	0	0	0	0	0	0	0	0	0.046	0.049	0	0.001																				
Merged-chr6-63300551-2	chr6	63298672	63302431	+	3759	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.083	0	0.136	0	0.167	0.277	0.232	0.101	0	0	0	0	0	0	0	0	0.089	0.078	0	0																				
Merged-chr1-102065690-7	chr1	102061984	102069824	-	7840	1	/Users/patrickreed/GitHub/rmask_hg19_HERVH_sort.bed|/Users/patrickreed/GitHub/rmask_hg19_LTR7_All_sort.bed	0.011	0.011	0.025	0.004	0.028	0.019	0.006	0	0	0.003	0.002	0.003	0	0.007	0	0	0.074	0.027	0.004	0																				
